ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K22086	0	0	0	0	0	1	1	1	1	1
K22087	0	0	0	0	0	1	1	1	1	1
K22089	0	0	0	0	0	0	1	0	0	0
K22104	0	0	0	0	0	1	1	1	1	1
K22106	1	1	1	1	1	0	0	0	0	0
K22107	0	0	0	0	0	1	1	1	1	1
K22108	1	1	1	1	1	1	1	1	1	1
K22109	0	0	0	0	0	1	1	1	1	1
K22110	0	0	0	0	0	0	0	1	1	1
K22112	1	1	1	1	1	0	0	0	0	0
K22115	0	0	0	1	0	0	0	0	0	0
K22124	0	0	0	0	0	1	1	1	1	1
K22129	0	1	0	0	0	1	1	1	1	1
K22130	0	0	0	0	0	1	1	1	1	1
K22131	0	0	0	0	0	1	1	1	1	1
K22132	1	1	1	1	1	0	0	0	0	0
K22134	0	1	0	0	0	0	0	0	0	0
K22135	1	1	1	1	1	0	0	0	0	0
K22136	1	1	1	1	1	0	0	0	0	0
K22186	0	0	0	0	0	1	1	1	1	1
K22187	0	0	0	0	0	1	1	1	1	1
K22210	0	1	0	0	0	1	1	1	0	1
K22211	1	1	1	1	1	1	1	1	1	1
K22215	0	0	0	0	0	1	1	1	1	1
K22217	0	0	0	0	0	1	1	1	1	1
K22219	0	0	0	0	0	1	1	1	1	1
K22223	0	0	0	0	0	1	0	0	0	1
K22226	1	1	1	1	1	1	0	1	0	0
K22227	1	1	1	1	1	0	0	0	0	0
K22230	1	1	1	1	1	0	0	0	0	0
K22270	0	0	0	0	0	1	1	1	1	1
K22278	1	1	1	1	1	1	1	1	1	1
K22293	0	0	0	0	0	1	1	1	1	1
K22294	0	0	0	0	0	1	1	1	1	1
K22296	0	0	0	0	0	1	1	1	1	1
K22298	0	0	0	0	0	1	1	0	0	1
K22299	0	1	1	0	1	1	1	1	1	1
K22300	1	1	1	1	1	1	1	1	1	1
K22303	0	0	0	0	0	0	0	1	1	1
K22306	0	0	0	0	0	1	1	1	1	1
K22310	0	0	0	0	0	1	1	1	1	1
K22315	0	0	0	0	0	1	1	1	1	1
K22316	1	1	1	0	0	0	0	0	0	0
K22322	0	0	0	0	0	1	0	0	0	0
K22339	0	0	0	1	0	0	0	0	0	0
K22342	0	0	0	0	0	1	1	1	1	1
K22343	0	0	0	0	0	1	1	1	1	1
K22344	0	0	0	0	0	1	1	1	1	1
K22348	0	0	0	0	0	0	1	1	1	1
K22369	0	0	0	0	0	1	0	0	0	0
K22391	1	1	1	1	1	0	0	0	0	0
K22399	0	0	0	0	0	0	1	0	0	0
K22438	0	0	0	0	0	1	1	1	1	0
K22441	1	1	1	1	1	1	1	1	1	1
K22443	0	1	0	0	0	0	0	0	0	0
K22450	1	1	1	1	1	0	0	0	0	1
K22452	1	1	1	1	1	1	1	1	1	1
K22457	0	0	0	1	1	0	0	0	0	0
K22468	0	0	0	0	0	1	1	1	1	1
K22470	0	0	0	1	1	0	0	0	0	0
K22474	0	1	0	0	0	0	1	0	0	1
K22476	1	1	1	1	1	1	1	1	1	1
K22477	0	0	0	0	0	0	0	1	0	0
K22479	0	0	0	0	0	1	1	1	1	1
K22486	0	0	0	0	0	1	1	1	1	1
K22489	1	1	1	0	0	1	1	1	1	1
K22491	1	1	1	1	1	0	0	0	0	0
K22504	0	1	0	0	0	0	0	0	0	0
K22505	0	1	0	0	0	0	0	0	0	0
K22510	0	1	0	0	0	0	0	0	0	0
K22522	0	0	0	0	0	1	1	1	1	1
K22548	0	0	0	0	0	1	1	1	1	1
K22549	0	0	0	0	0	1	1	1	1	1
K22551	0	0	0	0	0	1	1	1	1	1
K22552	0	0	0	0	0	1	1	1	1	1
K22553	0	0	0	0	0	0	0	1	0	0
K22575	0	0	0	0	1	0	0	0	0	0
K22585	0	0	0	0	0	1	1	1	1	1
K22589	0	0	0	0	0	1	1	1	1	1
K22597	1	1	1	1	1	0	0	0	0	0
K22598	1	1	1	1	1	1	1	1	1	1
K22602	0	0	0	0	0	0	0	1	1	1
K22617	0	0	0	0	0	1	1	1	1	1
K22684	0	0	1	0	0	1	1	1	0	1
K22690	0	0	0	0	0	0	1	0	0	0
K22708	1	1	1	1	1	1	0	0	0	0
K22719	1	1	1	1	1	1	1	1	1	1
K22723	0	0	0	0	0	1	0	0	0	0
K22736	0	0	0	0	0	1	1	0	1	1
K22737	0	0	0	0	0	1	1	1	1	1
K22745	1	0	1	0	0	0	0	0	0	0
K22842	0	0	0	0	0	1	1	1	1	1
K22843	0	0	0	0	0	1	1	1	1	1
K22844	0	0	0	0	0	1	1	1	1	1
K22879	0	0	0	0	0	1	1	1	1	1
K22881	0	0	0	0	0	0	1	1	0	1
K22894	0	0	0	0	0	1	1	1	1	1
K22895	0	0	0	0	0	1	1	1	1	1
K22899	0	0	0	0	0	1	1	0	1	1
K22907	1	1	1	1	1	0	0	0	0	0
K22927	1	1	1	1	1	0	0	0	0	0
K22934	0	0	0	0	0	1	1	1	1	1
K22944	0	0	0	0	0	0	0	0	1	0
K22955	0	0	0	0	0	0	1	1	1	1
K23007	0	0	0	0	0	1	1	1	1	1
K23015	0	0	0	0	0	1	1	1	1	1
K23020	0	0	0	0	0	0	0	0	0	1
K23054	0	0	0	0	0	1	0	1	0	0
K23056	0	0	0	0	0	1	1	1	1	1
K23059	1	1	1	1	1	0	0	0	0	0
K23061	0	0	0	0	0	1	1	1	1	1
K23084	0	0	0	0	0	1	1	1	1	1
K23085	0	0	0	0	0	1	1	1	1	1
K23086	0	0	0	0	0	1	1	1	1	1
K23107	1	1	1	1	1	1	1	1	1	1
K23113	0	0	0	0	0	0	0	0	1	0
K23118	0	0	0	0	0	1	0	0	0	0
K23123	0	0	0	0	0	1	1	1	1	1
K23124	0	0	0	0	0	1	1	1	1	1
K23132	0	0	0	0	0	0	1	0	0	0
K23148	0	0	0	0	1	0	0	0	0	0
K23163	0	0	0	0	0	1	1	1	1	1
K23164	0	0	0	0	0	0	0	1	0	0
K23186	1	1	1	1	1	0	0	0	0	0
K23187	1	1	1	1	1	0	0	0	0	0
K23188	1	1	1	1	1	1	0	0	0	0
K23227	0	0	0	0	0	1	1	1	1	1
K23228	0	0	0	0	0	1	1	1	1	1
K23237	0	0	0	0	0	1	1	1	1	1
K23238	0	0	0	0	0	0	0	0	0	1
K23239	0	0	0	0	0	1	1	1	1	1
K23242	0	0	0	1	0	0	0	0	0	0
K23243	0	0	0	0	0	1	1	1	1	1
K23244	0	0	0	0	0	1	1	1	1	1
K23245	0	0	0	0	0	1	1	1	1	1
K23246	0	0	0	0	0	1	1	1	1	1
K23247	0	0	0	0	0	1	1	1	1	1
K23248	0	0	0	0	0	1	1	1	1	1
K23253	1	1	1	1	1	0	0	0	0	0
K23254	0	0	0	0	0	1	1	1	1	1
K23256	0	0	0	0	0	0	0	1	1	0
K23258	0	0	0	0	0	1	1	1	1	1
K23264	1	1	1	1	1	1	1	1	1	1
K23265	1	1	1	1	1	1	1	1	1	1
K23269	1	1	1	1	1	1	1	1	1	1
K23275	0	0	0	0	0	0	0	1	0	0
K23330	0	0	0	0	0	0	1	0	0	0
K23347	0	0	0	0	0	1	1	1	1	0
K23349	0	1	0	0	0	0	0	0	0	0
K23359	1	0	1	0	0	1	1	1	1	1
K23376	0	0	0	0	0	0	1	0	0	0
K23398	0	0	0	0	0	0	0	0	0	1
K23440	0	0	0	0	0	1	0	1	0	1
K23462	0	0	0	0	0	1	1	1	1	1
K23463	0	0	0	0	0	1	1	1	1	1
K23464	0	0	0	1	0	1	1	1	1	1
K23465	0	0	0	0	0	1	1	1	1	1
K23466	0	0	0	0	0	1	1	1	1	1
K23467	0	1	0	0	0	0	0	1	1	0
K23504	0	0	0	0	0	0	1	0	0	0
K23508	1	1	1	1	1	1	1	1	1	1
K23509	0	0	0	0	0	1	1	1	1	1
K23528	0	0	0	0	0	0	0	1	0	0
K23535	1	1	1	1	1	1	1	1	1	1
K23536	1	1	1	1	1	1	1	1	1	1
K23537	1	1	1	1	1	1	1	1	1	1
K23545	0	0	0	0	0	1	0	0	0	0
K23546	0	0	0	0	0	1	0	0	0	0
K23547	0	0	0	0	0	1	0	0	0	0
K23668	0	0	0	0	0	1	1	1	1	1
K23674	0	0	0	0	0	1	1	1	1	1
K23675	1	1	1	1	1	0	0	0	0	0
K23676	0	1	0	0	0	0	0	0	0	0
K23683	0	0	0	0	0	0	0	0	0	1
K23684	0	0	0	0	0	1	1	1	1	1
K23734	1	1	1	1	1	0	0	0	0	0
K23753	1	1	1	0	1	0	0	0	0	0
K23773	0	1	0	0	0	0	0	0	0	0
K23774	1	1	1	1	1	0	0	0	0	0
K23775	1	1	1	1	1	1	1	1	1	1
K23776	1	1	1	1	1	0	0	0	0	0
K23777	0	0	0	0	0	0	1	1	0	1
K23778	0	0	0	0	0	1	1	1	0	0
K23779	1	1	1	1	1	1	1	1	1	1
K23786	1	1	1	1	1	0	0	0	0	0
K23901	0	0	0	0	0	0	0	1	1	0
K23980	0	0	0	0	0	1	1	1	1	1
K23983	0	0	0	0	0	1	0	0	1	0
K23984	1	1	1	0	0	0	0	0	0	0
K23988	0	0	0	0	0	1	1	1	1	0
K23989	1	1	1	1	1	0	0	0	0	0
K23997	1	1	1	1	1	1	1	1	1	1
K24003	0	0	0	0	0	1	1	1	1	1
K24012	0	0	0	0	0	1	1	1	1	1
K24018	0	0	0	0	0	1	1	1	1	1
K24028	0	0	0	0	0	0	1	1	1	0
K24034	1	0	1	0	0	0	0	0	0	0
K24040	0	1	1	0	0	0	0	0	0	0
K24073	0	0	0	1	0	0	0	0	0	1
K24082	0	0	0	0	0	1	1	1	1	1
K24083	0	0	0	0	0	0	0	1	1	1
K24084	0	0	0	0	0	1	1	0	0	1
K24087	0	1	0	0	0	0	0	0	0	0
K24116	0	0	0	0	0	1	1	1	1	1
K24119	1	1	1	1	1	0	0	0	0	0
K24120	0	0	0	0	0	1	1	1	1	1
K24129	0	0	1	0	0	0	0	0	0	0
K24130	0	0	0	0	0	1	1	1	1	1
K24131	1	1	1	1	1	0	0	0	0	0
K24136	0	0	0	1	0	0	0	0	0	0
K24138	0	0	0	0	0	1	1	1	1	1
K24158	0	0	0	0	0	1	1	1	1	1
K24160	0	0	0	0	0	1	0	0	0	0
K24163	0	1	0	0	0	1	1	1	1	1
K24204	0	1	0	0	0	1	1	0	0	0
K24217	1	1	1	1	1	1	1	1	1	1
K24256	0	0	0	0	0	1	0	0	0	0
K24258	0	1	1	1	1	0	0	0	0	0
K24268	0	0	0	0	0	1	1	1	1	1
K24269	0	1	0	0	0	0	0	0	0	0
K24282	0	0	0	0	0	1	0	0	0	0
K24289	0	0	0	0	0	1	1	1	1	1
K24300	1	1	1	1	1	1	1	1	1	1
K24301	0	0	0	0	0	1	0	0	0	0
K24303	1	1	1	0	0	0	0	0	0	0
K24305	0	0	0	0	0	1	0	0	0	0
K24310	0	1	1	1	1	1	1	1	1	1
K24326	0	0	0	0	0	1	1	0	0	0
K24409	0	0	0	0	0	1	1	1	1	1
K24410	0	0	0	0	0	1	1	1	1	1
K24419	0	0	0	0	0	0	0	0	0	1
K24456	0	0	0	1	1	0	0	0	0	0
K24459	0	1	0	1	0	0	0	0	0	0
K24473	0	0	0	0	1	0	0	0	0	0
K24510	0	0	0	0	0	1	1	1	1	1
K24515	0	0	0	0	0	1	0	0	0	0
K24620	1	1	1	0	1	1	1	1	1	1
K24661	0	0	0	0	0	1	1	1	1	1
K24662	0	0	0	0	0	1	1	1	1	1
K24672	0	0	0	0	0	0	0	0	0	1
K24689	0	0	0	0	0	1	1	1	1	1
K24699	0	0	0	0	0	1	1	1	1	1
K24707	0	0	0	0	0	0	0	1	1	1
K24708	1	1	1	1	1	0	0	0	0	0
K24717	0	0	0	0	0	0	0	0	0	1
K24819	0	0	0	0	0	1	1	1	1	1
K24821	0	0	0	0	0	1	1	1	1	1
K24835	0	1	0	1	1	0	0	0	0	0
K24872	1	1	1	1	1	0	0	0	0	0
K24873	1	1	1	1	1	0	0	0	0	0
K24915	0	0	0	0	0	0	0	1	1	0
K24936	0	0	0	0	0	0	1	0	0	0
K24948	0	0	1	1	1	0	0	0	0	0
K24966	0	1	1	1	1	0	0	0	0	0
K24967	1	1	1	0	1	1	1	1	1	1
K24971	1	1	1	1	1	0	0	0	0	0
K24987	0	0	0	0	0	1	1	1	1	1
K24988	0	0	0	0	0	1	1	1	1	1
K24995	0	0	0	0	0	1	1	1	1	1
K25026	1	1	1	1	1	1	1	1	1	1
K25027	0	1	0	0	0	1	1	0	1	0
K25028	1	0	1	1	1	0	0	0	1	0
K25031	1	1	1	1	1	0	0	0	0	0
K25062	0	0	1	0	1	0	0	0	0	0
K25063	0	0	1	0	1	0	0	0	0	0
K25064	0	0	1	0	1	0	0	0	0	0
K25072	1	1	1	1	1	0	0	0	0	0
K25086	1	1	1	1	1	0	0	0	0	0
K25087	1	1	1	1	1	0	0	0	0	0
K25088	1	1	1	1	0	0	0	0	0	0
K25089	0	0	1	0	1	1	1	1	1	1
K25096	0	0	0	0	0	1	1	1	1	1
K25097	0	0	0	0	0	1	1	1	1	1
K25098	0	0	0	0	0	1	1	1	1	1
K25099	0	0	0	0	0	1	1	1	1	1
K25109	1	1	1	1	1	0	0	0	0	0
K25110	0	0	0	1	0	0	0	0	0	0
K25111	0	0	0	1	0	0	0	0	0	0
K25113	0	1	0	0	0	0	0	0	0	0
K25132	0	0	0	0	0	1	1	1	1	1
K25133	0	0	0	0	0	1	1	1	1	1
K25135	1	1	1	1	1	1	1	1	1	1
K25142	1	1	1	1	1	0	1	1	0	0
K25143	1	1	1	1	1	0	0	0	0	0
K25144	1	1	1	1	1	1	1	1	1	1
K25147	1	1	1	1	1	0	0	0	0	0
K25148	1	1	1	1	1	0	0	0	0	0
K25152	0	0	1	1	0	0	0	0	0	0
K25154	0	0	1	0	0	1	1	1	1	1
K25155	0	0	1	0	0	1	1	1	1	1
K25156	0	0	1	0	1	1	1	1	1	1
K25157	1	1	1	1	1	0	0	0	0	0
K25158	1	1	1	1	1	0	0	0	0	0
